source_store,source_product_id,source_name,source_brand,source_gtin,source_price_per_unit,source_unit,source_quantity,target_store,target_product_id,target_name,target_brand,target_gtin,target_price_per_unit,target_unit,target_quantity,candidate_bucket,lexical_score,token_score,trigram_score,same_global_gtin,unit_compatible,blocking_attributes,automated_suggestion,automated_reason,human_label,review_reason,reviewer,reviewed_at,match_version
condis,337084,QUESO PHILADELPHIA FINAS HIERBAS 150 G,PHILADELPHIA,,19.27,kg,150 g,consum,7120900,Philadelphia Finas Hierbas,PHILADELPHIA,7622210981141,18,kg,150 gr,lexical_compatible,0.861982,0.857143,0.870968,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:07:32.422Z,baseline_candidates_v1
consum,7411239,Salmón Ahumado Noruego,LA BALINESA,8424289011328,56.19,kg,160 gr,bonarea,13*5990,Salmón noruego ahumado,,,36.5,kg,,lexical_compatible,0.970833,1.000000,0.916667,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:07:36.438Z,baseline_candidates_v1
condis,491881,COLA DE RAPE  ENTERA Y LIMPIA 200 G,LA LLOTJA,,49.95,kg,200 g,alcampo,9df8e2be-4c84-4475-b629-e95ad6d416b8,Sardina de asar - Entera limpia,SARDINA,,5.95,kg,375 g,lexical_compatible,0.508607,0.500000,0.524590,false,true,,revisar,Candidato léxico con unidad compatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:07:48.989Z,baseline_candidates_v1
aldi,601728201,Empanadas de cochinita pibil,DAYLICIOUS®,,15.56,kg,160 g,esclat,5d9d180c-eb43-457a-835a-a5ba1765cd2d,MIDÓ Cochinita pibil,MIDÓ,,19.96,kg,0.25 kg,lexical_compatible,0.648718,0.666667,0.615385,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:08:30.495Z,baseline_candidates_v1
condis,804007,DESODORANTE SANYTOL CALZADO DESINFECTANTE 150 ML,SANYTOL,,3.99,ud,150 ml,consum,7249543,Desodorante  Calzado Desinfectante 150 ml,SANYTOL,8411660170606,3.99,ud,150 ml,lexical_compatible,0.862271,0.857143,0.871795,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:08:35.183Z,baseline_candidates_v1
consum,7352230,Alubias Blancas Largas Calidad Extra Frasco,GUTARRA,8435307400444,4.38,kg,400 gr,aldi,501400,Alubias blancas cocidas extra,ALL SEASONS®,,1.73,kg,400 g,lexical_compatible,0.611053,0.600000,0.631579,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:08:40.015Z,baseline_candidates_v1
dia,188985,Limpiador multiusos desinfectante lavanda Disiclin 1 L,Disiclin,,1.93,l,1 l,consum,7363091,Limpiador Multiusos Desinfectante,CONSUM,8414807550750,2.6,l,0.75 l,lexical_compatible,0.761063,0.750000,0.781609,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:08:42.729Z,baseline_candidates_v1
esclat,c0ca4741-8998-4260-88fe-416666c3e64c,BONPREU Chorizo dulce extra,BONPREU,,12.46,kg,280 g,consum,7235690,Chorizo Dulce Extra,PALACIOS,8420878000025,14.36,kg,250 gr,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:08:44.961Z,baseline_candidates_v1
alcampo,401eaf7d-6e96-44b8-855e-15951e2b60a7,"AUCHAN Verduras cortadas en juliana, procedentes de agricultura ecológica 600 g. Producto Alcampo",PRODUCTO ALCAMPO,,5.75,kg,600 g,ametller,53496,"Hamburguesa ecológica de cereales, espelta y verduras Ametller Origen 100g - 2uds.",AMETLLER ORIGEN,8436583954423,17.45,kg,100 g,lexical_compatible,0.344404,0.333333,0.364964,false,true,,revisar,Candidato léxico con unidad compatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:08:58.889Z,baseline_candidates_v1
condis,937003,GOMINA DICORA CLASICA 250 ML,DICORA,,6.4,l,250 ml,consum,7407984,Gomina,CONSUM KIDS,8414807555953,13,l,150 ml,lexical_compatible,0.505645,0.500000,0.516129,false,true,,revisar,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:09:04.048Z,baseline_candidates_v1
sorli,146995,Salsa Soja 150ml,YANG-TSE,,12.6,l,150 ml,consum,7468861,SALSA SOJA,CONSUM,8414807562722,4.8,l,250 ml,lexical_compatible,1.000000,1.000000,1.000000,false,true,,comparable,Candidato léxico con unidad compatible,comparable,Producto similar,Ruben,2026-08-09T11:09:07.642Z,baseline_candidates_v1
mercadona,86559,Palitos de pan 100% trigo espelta integral Anitin,,8423102210351,8.8,kg,,sorli,96948,Pan 100% Integral,,,1.5,ud,,hard_negative,0.565000,0.600000,0.500000,false,false,,no_relacionado,Unidad canónica ausente o incompatible,comparable,Producto similar,Ruben,2026-08-09T11:09:16.296Z,baseline_candidates_v1
hiperdino,000000000003400876,Caña Nature guacamole fresco eco 200 g,,8437020166614,,,200 g,alcampo,39673939-3ccc-4969-8f19-cb2f85519ed4,CAÑA NATURE Salmorejo ecológico fresco tradicional andaluz  l.,CAÑA NATURE,8437020166232,3.69,l,1000 ml,hard_negative,0.485417,0.500000,0.458333,false,false,bio,no_relacionado,Atributos incompatibles: bio,no_relacionado,Diferente producto,Ruben,2026-08-09T11:09:43.247Z,baseline_candidates_v1
plusfresc,028355,"Cóctel top 5 FRIT RAVICH, 160 g",FRIT RAVICH,,14.06,kg,160 g,caprabo,25326810,"Almendra tostada km 0 FRIT RAVICH, bolsa 130 g",FRIT RAVICH,,,,130 g,hard_negative,0.474180,0.500000,0.426230,false,false,vegetal,no_relacionado,Atributos incompatibles: vegetal,no_relacionado,Diferente producto,Ruben,2026-08-09T11:09:50.947Z,baseline_candidates_v1
hiperdino,000000000003905753,Activia kéfir bebible sabor fresa 280 ml,,8410500032517,,,280 ml,carrefour,VC4AECOMM-046014,Kéfir sabor fresa Nestlé sin gluten pack de 6 unidades de 100 g.,,8435257064994,5.15,kg,100 g,hard_negative,0.488588,0.545455,0.382979,false,false,sin_gluten,no_relacionado,Atributos incompatibles: sin_gluten,no_relacionado,Diferente producto,Ruben,2026-08-09T11:10:12.961Z,baseline_candidates_v1
mercadona,63151,Palitos de merluza a la romana Hacendado ultracongelados,,8480000631510,5.5,kg,,bonarea,13*2449,Palitos de almendra,,,13.5,kg,,hard_negative,0.338406,0.333333,0.347826,false,true,vegetal,no_relacionado,Atributos incompatibles: vegetal,no_relacionado,Diferente producto,Ruben,2026-08-09T11:10:16.008Z,baseline_candidates_v1
mercadona,69156,Perejil,,8437006276597,0.75,ud,,aldi,601811702,Perejil,LE GUSTO®,,90.91,kg,11 g,hard_negative,1.000000,1.000000,1.000000,false,false,,no_relacionado,Unidad canónica ausente o incompatible,comparable,Producto similar,Ruben,2026-08-09T11:10:27.008Z,baseline_candidates_v1
dia,274010,Huevos medianos M de gallinas criadas en suelo Dia 12 unidades,Dia,,0.25,ud,,alcampo,14de2dd0-9051-4f78-b167-a9ce6915c597,DHUL Tiramisú elaborado con huevos de gallinas criadas en suelo DHUL 2 x 80 g.,DHUL,,14.88,kg,160 g,hard_negative,0.582836,0.615385,0.522388,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:10:34.599Z,baseline_candidates_v1
sorli,246456,Gel-champú-acondicionador Toy Story,TOY STORY,,4.95,ud,,consum,7459055,3en1 Champú+Gel +Acondicionador,SEVEN KIDS,8435735305328,5.3,l,750 ml,hard_negative,0.666667,0.666667,0.666667,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:10:41.456Z,baseline_candidates_v1
aldi,537300,Corazones de alcachofa al natural,ALL SEASONS®,,10.23,kg,175 g,esclat,7509477d-2afa-4156-8222-5ec29bd6af21,SORIA NATURAL Extracto de alcachofa,SORIA NATURAL,,190,l,0.05 l,hard_negative,0.575595,0.571429,0.583333,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:10:49.008Z,baseline_candidates_v1
ametller,52467,Vino tinto  Quintarion 75cl D.O R.Duero,QUINTARION,8437007746747,8.92,l,75 cl,alcampo,d83ceab0-30e3-4f87-ba1c-47a555b07898,HITO Vino tinto con D.O. Ribera del Duero botella 75 cl.,HITO,,12.12,ud,75 cl,hard_negative,0.642424,0.666667,0.597403,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:10:59.025Z,baseline_candidates_v1
sorli,80449,Mascarilla Tesoros Miel 340ml,ORIGINAL REMEDIES,,14.68,l,340 ml,mercadona,35772,Mascarilla cabello rubio miel Color Mask,,8402001010330,2,ud,,hard_negative,0.445605,0.444444,0.447761,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:11:16.059Z,baseline_candidates_v1
esclat,5f234f92-76c1-4f73-999c-97e1629eae9e,OREO Helado bites,OREO,,34.58,kg,0.072 kg,carrefour,VC4AECOMM-696657,Helado Mini Bites Oreo 14 ud.,,,0.18,ud,14 ud,hard_negative,0.801329,0.857143,0.697674,false,false,,no_relacionado,Unidad canónica ausente o incompatible,comparable,Producto similar,Ruben,2026-08-09T11:13:28.895Z,baseline_candidates_v1
mercadona,16561,Espárragos blancos muy gruesos Hacendado enteros,,8402001001710,10.154,kg,,alcampo,914e284b-6528-4a3f-98bd-6965c66a69ba,PRODUCTO ALCAMPO Bio Esparragos blancos gruesos (6/10) con I.G.P. Esparrago de Navarra bote 205 g.,PRODUCTO ALCAMPO,,29.27,kg,205 g,hard_negative,0.517045,0.545455,0.464286,false,true,bio,no_relacionado,Atributos incompatibles: bio,comparable,Producto similar,Ruben,2026-08-09T11:13:49.075Z,baseline_candidates_v1
eroski,1246586,"Colonia familiar GOTAS DE ORO SPORT, botella 750 ml",GOTAS DE ORO,,,,750 ml,consum,7379589,Colonia Infantil,CONSUM KIDS,8414807552556,2.9,l,750 ml,hard_negative,0.287532,0.285714,0.290909,false,false,infantil,no_relacionado,Atributos incompatibles: infantil,no_relacionado,Diferente producto,Ruben,2026-08-09T11:13:57.861Z,baseline_candidates_v1
eroski,860908,"Gaseosa LA CASERA, pack 4x1,5 litros",LA CASERA,,,,,carrefour,VC4AECOMM-668692,Gaseosa La Casera hierbabuena sin azúcar lata 33 cl.,,8410283388610,2.09,l,33 cl,hard_negative,0.484494,0.500000,0.455696,false,false,sin_azucar,no_relacionado,Atributos incompatibles: sin_azucar,no_relacionado,Diferente producto,Ruben,2026-08-09T11:14:12.071Z,baseline_candidates_v1
esclat,296534fe-eed3-454e-9444-ae041509ecc7,BETER Brocha de maquillaje en polvo con pelo sintético,BETER,,9.75,ud,,sorli,203682,En Polvo 300gr,CACAOLAT,,12.63,kg,300 gr,hard_negative,0.291775,0.285714,0.303030,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:15:07.863Z,baseline_candidates_v1
condis,937003,GOMINA DICORA CLASICA 250 ML,DICORA,,6.4,l,250 ml,aldi,601825600,Pizza clásica,CUCINA®,,10.78,kg,370 g,hard_negative,0.425789,0.400000,0.473684,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:15:16.741Z,baseline_candidates_v1
carrefour,VC4AECOMM-575325,Vino blanco verdejo Torre Oria 75 cl.,,,3.99,ud,75 cl,condis,622059,VINO BLANCO TORRE ORIA SAUVIGNON 75 CL,SIN MARCA,,7.99,l,75 cl,hard_negative,0.763939,0.800000,0.696970,false,false,,no_relacionado,Unidad canónica ausente o incompatible,comparable,Producto similar,Ruben,2026-08-09T11:15:29.620Z,baseline_candidates_v1
mercadona,35595,Polvos de talco Deliplus,,8402001008672,9,kg,,consum,7224744,Polvos Talco,EUDERMIN,8411014101232,9.5,l,200 ml,hard_negative,0.943548,1.000000,0.838710,false,false,,no_relacionado,Unidad canónica ausente o incompatible,comparable,Producto similar,Ruben,2026-08-09T11:15:38.459Z,baseline_candidates_v1
hiperdino,000000000001198133,La Piña gofio de multicereales con garbanzo 500 g,,,,,500 g,esclat,1e3cdf7e-f68b-4d38-ae38-a2827f54f671,Garbanzo ecológico,,,7.98,kg,0.5 kg,hard_negative,0.313590,0.333333,0.276923,false,false,bio,no_relacionado,Atributos incompatibles: bio,no_relacionado,Producto diferente,Ruben,2026-08-09T11:15:47.429Z,baseline_candidates_v1
consum,7097298,Chipirones Rellenos en Aceite Girasol Lata,CONSUM,8414807516824,35,kg,70 gr,esclat,03b3378a-b20e-47e4-9e1f-68d157bffd6a,PAY PAY Chipirones rellenos en aceite vegetal,PAY PAY,,47.92,kg,0.072 kg,hard_negative,0.677519,0.666667,0.697674,false,true,vegetal,no_relacionado,Atributos incompatibles: vegetal,comparable,Producto similar,Ruben,2026-08-09T11:15:56.006Z,baseline_candidates_v1
ametller,45187,Gazpacho de cereza Ametller Origen 485ml,AMETLLER ORIGEN,8436554529117,5.75,l,485 ml,dia,191307,Cereza bandeja 750 g,,,5.32,kg,750 g,hard_negative,0.445000,0.500000,0.342857,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:16:07.177Z,baseline_candidates_v1
condis,183828,CORNETTO FRIGO MINI CLASIC 6+ 2 UNIDADES,SIN MARCA,,17.33,kg,,sorli,64477,Cornetto Mini Clásico 8u,FRIGO,,0.62,ud,8 u,hard_negative,0.543750,0.500000,0.625000,false,false,,no_relacionado,Unidad canónica ausente o incompatible,comparable,Producto similar,Ruben,2026-08-09T11:16:15.740Z,baseline_candidates_v1
esclat,ba7d762e-16de-49d0-b000-2c6d6bf907cd,TRUE FRUITS Smoothie Yellow,TRUE FRUITS,,11.16,l,0.25 l,sorli,212424,Te Yellow Label 20u,LIPTON,,0.1,ud,20 u,hard_negative,0.338406,0.333333,0.347826,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:16:28.567Z,baseline_candidates_v1
consum,7252877,Coliflor,VERDIRICAS,8436011280902,2.13,kg,1 kg,alcampo,e8475817-2c56-4fcf-ac12-4ff51172b5c6,Coliflor 1 ud.,HORTALIZA,,2.29,ud,1 ud,hard_negative,1.000000,1.000000,1.000000,false,false,,no_relacionado,Unidad canónica ausente o incompatible,comparable,Producto similar,Ruben,2026-08-09T11:17:06.323Z,baseline_candidates_v1
ametller,999,Focaccia aceitunas Ametller Origen 290g,AMETLLER ORIGEN,8436622680337,10.31,kg,290 g,sorli,99087,Mortadela Con Aceitunas 225g Sin Gluten,ELPOZO,,6.67,kg,225 g,hard_negative,0.338889,0.333333,0.349206,false,true,sin_gluten,no_relacionado,Atributos incompatibles: sin_gluten,no_relacionado,Diferente producto,Ruben,2026-08-09T11:17:13.387Z,baseline_candidates_v1
eroski,399691,"Cava Brut Nature Reserva CODORNÍU GRAN PLUS ULTRA, botella 75 cl",CODORNÍU,,,,75 cl,esclat,c0a44c50-e240-4fe1-bf41-6bfba1d9ec1a,CODORNÍU PLUS ULTRA Cava Brut Nature guarda superior reserva ecológico,CODORNÍU PLUS ULTRA,,22.6,l,0.75 l,hard_negative,0.750271,0.777778,0.699187,false,false,bio,no_relacionado,Atributos incompatibles: bio,comparable,Producto similar,Ruben,2026-08-09T11:17:25.931Z,baseline_candidates_v1
alcampo,21cf1378-6b76-4e42-9cec-068731f8d89f,PRODUCTO ALCAMPO Tortilla Durum 6 uds 378 g.,PRODUCTO ALCAMPO,,4.44,kg,6 uds,sorli,62082,Porta Tortilla,TATAY,,6.19,ud,,hard_negative,0.478659,0.500000,0.439024,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:17:32.925Z,baseline_candidates_v1
alcampo,b9b2edd8-69a0-4746-b2ed-2e4d33f4faa1,AUCHAN Tarrina de sorbete de limón con trocitos de limón 1 l. Producto Alcampo,PRODUCTO ALCAMPO,3596710548477,2.3,l,1 l,aldi,810800,Sorbete de limón,MUCCI®,,3.82,kg,600 g,hard_negative,0.675641,0.666667,0.692308,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Diferente producto,Ruben,2026-08-09T11:17:44.889Z,baseline_candidates_v1
caprabo,16216202,"Pan de molde clásico sin gluten SCHAR, paquete 300 g",SCHAR,,,,300 g,hiperdino,000000000001283143,Schär pan de molde clásico 300 g,,8008698005576,,,300 g,hard_negative,0.838972,0.888889,0.746269,false,false,sin_gluten,no_relacionado,Atributos incompatibles: sin_gluten,comparable,Producto similar,Ruben,2026-08-09T11:20:29.059Z,baseline_candidates_v1
aldi,601794600,Torreznos de cerdo adobado,SUN SNACKS®,,12.5,kg,100 g,alcampo,b0e0dfc0-a187-4b36-b59b-3b8e61249283,"EMCESA Bandeja de filetes de cinta lomo de cerdo adobado, elaborados sin gluten 260 g.",EMCESA,,13.27,kg,260 g,hard_negative,0.362364,0.363636,0.360000,false,true,sin_gluten,no_relacionado,Atributos incompatibles: sin_gluten,no_relacionado,Diferente producto,Ruben,2026-08-09T11:20:37.687Z,baseline_candidates_v1
condis,804007,DESODORANTE SANYTOL CALZADO DESINFECTANTE 150 ML,SANYTOL,,3.99,ud,150 ml,carrefour,826752082,Desodorante desinfectante calzado Sanytol 150 ml.,,8411660170606,28.6,l,150 ml,hard_negative,0.967442,1.000000,0.906977,false,false,,no_relacionado,Unidad canónica ausente o incompatible,comparable,Producto similar,Ruben,2026-08-09T11:21:39.208Z,baseline_candidates_v1
esclat,56d47b16-14c5-4634-9572-a4d9883b6f8d,ARLA Queso rallado proteico light,ARLA,,19.71,kg,175 g,carrefour,666301783,Queso rallado pizza light Arla 150 g.,,5711953165108,19.94,kg,150 g,hard_negative,0.760299,0.800000,0.686567,false,true,proteina,no_relacionado,Atributos incompatibles: proteina,comparable,Producto similar,Ruben,2026-08-09T11:21:47.695Z,baseline_candidates_v1
ametller,59155,Beicon gran selección La Selva,LA SELVA,,16.77,kg,,sorli,235938,Aceite Virgen Extra Gran Selección 750 Ml,COOSUR,,7.72,l,750 ml,hard_negative,0.463889,0.444444,0.500000,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Producto diferente,Ruben,2026-08-09T11:21:56.371Z,baseline_candidates_v1
caprabo,23620156,"Nectarina Catalunya, bandeja 1 kg",EROSKI,,,,1 kg,carrefour,prod350007,Nectarina ecológica Carrefour Bio 500 g,,,8.38,kg,500 g,hard_negative,0.412174,0.400000,0.434783,false,false,bio,no_relacionado,Atributos incompatibles: bio,comparable,Producto similar,Ruben,2026-08-09T11:22:09.327Z,baseline_candidates_v1
caprabo,26777052,"Risotto de setas FINDUS, bolsa 400 g",FINDUS,,,,400 g,carrefour,VC4AECOMM-465779,Risotto de espárragos ecológico Carrefour Bio 250 g.,,8431876304312,17.16,kg,250 g,hard_negative,0.309908,0.285714,0.354839,false,false,bio,no_relacionado,Atributos incompatibles: bio,no_relacionado,Producto diferente,Ruben,2026-08-09T11:22:15.909Z,baseline_candidates_v1
mercadona,10850,Leche desnatada Gaza,,8421860110012,1.08,l,,carrefour,703704129,Leche desnatada Gaza sin lactosa brik 1 l.,,,1.14,l,1 l,hard_negative,0.832143,0.857143,0.785714,false,true,sin_lactosa,no_relacionado,Atributos incompatibles: sin_lactosa,comparable,Producto similar,Ruben,2026-08-09T11:22:22.884Z,baseline_candidates_v1
caprabo,25749532,"Barrita proteica straciatella JUSTLOADING, pack 3x30 g",JUSTLOADING,,,,90 g,plusfresc,033984,"Barrita de proteína stracciatella JUSTLOADING, 35 gramos",JUSTLOADING,,39.71,kg,,hard_negative,0.491250,0.400000,0.660714,false,false,proteina,no_relacionado,Atributos incompatibles: proteina,comparable,Producto similar,Ruben,2026-08-09T11:22:30.149Z,baseline_candidates_v1
aldi,51202,Pizza masa fina 4 quesos,FLETE®,,7.32,kg,340 g,carrefour,609801246,Pizza 4 quesos ecológica Carrefour Bio 350 g.,,3560070590759,14.26,kg,350 g,hard_negative,0.512500,0.500000,0.535714,false,true,bio,no_relacionado,Atributos incompatibles: bio,no_relacionado,Producto similar,Ruben,2026-08-09T11:22:53.997Z,baseline_candidates_v1
hiperdino,000000000008949400,HiperDino cocktail frutos secos salado 200 g,,,,,200 g,carrefour,VC4AECOMM-600003,Cocktail de frutos secos Sanblas sin gluten 100 g.,,,9.9,kg,100 g,hard_negative,0.571176,0.600000,0.517647,false,false,sin_gluten,no_relacionado,Atributos incompatibles: sin_gluten,comparable,Producto similar,Ruben,2026-08-09T11:22:59.036Z,baseline_candidates_v1
mercadona,22625,Pintalabios Fluido Mate Deliplus 05 rojo,,8480000226259,4.5,ud,,bonarea,13*2628,Pimiento rojo,,,3.95,kg,,hard_negative,0.318750,0.333333,0.291667,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Producto diferente,Ruben,2026-08-09T11:23:07.122Z,baseline_candidates_v1
hiperdino,000000000002050072,Carmencita canela en rama 18 g,,,,,18 g,carrefour,521005045,Canela molida Carmencita sin gluten 43 g.,,,50,kg,43 g,hard_negative,0.579241,0.571429,0.593750,false,false,sin_gluten,no_relacionado,Atributos incompatibles: sin_gluten,comparable,Producto similar,Ruben,2026-08-09T11:23:16.763Z,baseline_candidates_v1
consum,7411239,Salmón Ahumado Noruego,LA BALINESA,8424289011328,56.19,kg,160 gr,carrefour,prod271094,Salmón noruego ahumado Skandia sin gluten 80 g.,,,67.37,kg,80 g,hard_negative,0.706903,0.750000,0.626866,false,true,sin_gluten,no_relacionado,Atributos incompatibles: sin_gluten,comparable,Producto similar,Ruben,2026-08-09T11:23:20.219Z,baseline_candidates_v1
aldi,600948702,Pulled chicken,LA COCINA®,,9.07,kg,550 g,sorli,245285,Salsa Spicy Chicken 220ml,HEINZ,,11.59,l,220 ml,hard_negative,0.411351,0.400000,0.432432,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Producto diferente,Ruben,2026-08-09T11:23:27.781Z,baseline_candidates_v1
caprabo,820175,"Espárrago 6/9 piezas LEYENDA, frasco 325 g",LEYENDA,,,,325 g,eroski,19696483,"Patata entera LEYENDA, frasco 400 g",LEYENDA,,,,400 g,hard_negative,0.481716,0.500000,0.447761,false,false,entera,no_relacionado,Atributos incompatibles: entera,no_relacionado,Producto diferente,Ruben,2026-08-09T11:23:36.218Z,baseline_candidates_v1
bonarea,13*0086623,Yogur surtido de sabores Danone paq. 8 u. de 120 g,,,2.07,kg,8 u,carrefour,521029426,Yogur sabor coco Danone sin gluten pack de 4 unidades de 120 g.,,8410500006150,2.06,kg,120 g,hard_negative,0.429221,0.363636,0.551020,false,true,sin_gluten,no_relacionado,Atributos incompatibles: sin_gluten,no_relacionado,Producto diferente,Ruben,2026-08-09T11:26:05.017Z,baseline_candidates_v1
carrefour,842200634,"Vino tinto crianza Ramón Bilbao D.O.Ca. Rioja 37,5 cl.",,8413423112021,7.19,ud,37.5 cl,dia,176701,Vino tinto crianza D.O Rioja Ramón Bilbao 75 cl,Ramón Bilbao,,14.12,l,75 cl,hard_negative,0.980337,1.000000,0.943820,false,false,,no_relacionado,Unidad canónica ausente o incompatible,comparable,Producto similar,Ruben,2026-08-09T11:26:11.568Z,baseline_candidates_v1
plusfresc,017102,"Bifrutas Tropical PASCUAL, 1 l",PASCUAL,,2.39,l,1 l,bonarea,13*0091946,Bifrutas tropical Pascual sin azúcar paq. 6 u. de 200 ml,,,1.99,l,6 u,hard_negative,0.740278,0.750000,0.722222,false,true,sin_azucar,no_relacionado,Atributos incompatibles: sin_azucar,comparable,Producto similar,Ruben,2026-08-09T11:26:20.015Z,baseline_candidates_v1
plusfresc,040739,"Croissant CAL MOLINÉ, 2 unidades",CAL MOLINÉ,,17.33,kg,,carrefour,VC4AECOMM-530917,Croissant 12 ud.,,,0.49,ud,12 ud,hard_negative,0.419091,0.400000,0.454545,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Producto diferente,Ruben,2026-08-09T11:26:34.625Z,baseline_candidates_v1
consum,7448376,Albahaca Tarro Cristal,CARMENCITA,8413700009266,140.6,kg,16 gr,mercadona,69150,Albahaca,,8437006276740,1.4,ud,,hard_negative,0.658333,0.666667,0.642857,false,false,,no_relacionado,Unidad canónica ausente o incompatible,comparable,Producto similar,Ruben,2026-08-09T11:26:42.739Z,baseline_candidates_v1
ametller,59125,Broqueta de pollo y verduras Ametller Origen - 3uds.,AMETLLER ORIGEN,,16.5,kg,3 uds,mercadona,8448,Crema de pollo Hacendado con verduras,,8402001020360,2,l,,hard_negative,0.551732,0.571429,0.515152,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Producto diferente,Ruben,2026-08-09T11:26:52.131Z,baseline_candidates_v1
esclat,f7b6f584-402b-4312-a156-02c73301471b,L'OR Cápsulas de café de caramelo,L'OR,,0.44,ud,,alcampo,70d89c2b-069a-41cf-a898-b6d9b7bd361f,"PRODUCTO ALCAMPO Café en cápsulas sabor caramelo I7, 10 uds.",PRODUCTO ALCAMPO,,49.81,kg,10 uds,hard_negative,0.749643,0.857143,0.550000,false,false,,no_relacionado,Unidad canónica ausente o incompatible,comparable,Producto similar,Ruben,2026-08-09T11:27:00.099Z,baseline_candidates_v1
sorli,98898,Bockwurst Schara 4u. 400 Grs,SCHARA,,14.98,kg,4 u,plusfresc,027189,"Yogur soja mandarina lima SOJASUN, pack 4 unidades 400 grs",SOJASUN,,6.6,kg,,hard_negative,0.282549,0.333333,0.188235,false,true,vegetal,no_relacionado,Atributos incompatibles: vegetal,no_relacionado,Producto diferente,Ruben,2026-08-09T11:27:10.840Z,baseline_candidates_v1
aldi,601445700,Chorizo extra loncheado,LA TABLA®,,7.46,kg,240 g,carrefour,VC4AECOMM-709826,Chorizo extra dulce Carrefour sin gluten 280 g.,,8431876008517,9.25,kg,280 g,hard_negative,0.543358,0.571429,0.491228,false,true,sin_gluten,no_relacionado,Atributos incompatibles: sin_gluten,comparable,Producto similar,Ruben,2026-08-09T11:27:20.059Z,baseline_candidates_v1
ametller,58443,Patata de Olot de carne Ametller Origen 130 g,AMETLLER ORIGEN,8436607850922,30.69,kg,130 g,esclat,5cc1b35f-0f9c-47bb-8c85-e6f1a01492b0,Patata 1 ud.,,,0.49,ud,1 ud,hard_negative,0.382500,0.400000,0.350000,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Producto diferente,Ruben,2026-08-09T11:27:26.862Z,baseline_candidates_v1
aldi,25700,Masa de hojaldre con mantequilla,LA COCINA®,,5.17,kg,230 g,consum,7336428,Masa de Hojaldre sin Gluten,CERELIA,3392590205727,10,kg,280 gr,hard_negative,0.633333,0.666667,0.571429,false,true,sin_gluten,no_relacionado,Atributos incompatibles: sin_gluten,comparable,Producto similar,Ruben,2026-08-09T11:27:31.742Z,baseline_candidates_v1
carrefour,VC4AECOMM-601487,"Mochila Suavinex elefante: pomada 75 ml, agua de colonia 100 ml, toallitas 25 ud, biberón 1 ud.",,,48.4,ud,75 ml,consum,7417988,Agua de Colonia,NENUCO,8428076006658,5.7,l,500 ml,hard_negative,0.383529,0.400000,0.352941,false,false,,no_relacionado,Unidad canónica ausente o incompatible,no_relacionado,Producto diferente,Ruben,2026-08-09T11:28:28.970Z,baseline_candidates_v1
